"id","nombre","precio","sector","area","tipoVivienda","tipoOperacion","descripcion","localizacion"
"433","Terreno en venta en Quito","$ 46.000
                        ","Quito, Quito, Quito, Pichincha ","2 habitaciones","Terreno","Venta","Terreno de 200 con Casa en Venta en el sector de Colinas del Norte
- 200 mts de terreno con casa
- El terreno tiene 200 mtrs 
- 20 mts de fondo
- 58 mts de contruccion
- 2 habitaciones
- 1 baño
- Cocina  y comedor
- Sala
- Todos los servicios
- Linea de buses
- Frente mínimo: 10 m
- COS PB: 60 %
- COS total: 180 %

MERVAS Meri Vasquez
","Pichincha, Quito, Quito"
"434","Terreno en venta en Guayllabamba","$ 220.000
                        ","Guayllabamba, Guayllabamba, Quito, Pichincha ","","","","Venta de Lote de Terreno de 7223m² con una expectacular Vista y un clima privilegiado, el mismo que tiene gran variedad de arboles frutales de la zona para consumo propio y  Venta al por mayor.
Está ubicado en la Cooperativa Agricola la Sofia dispone de agua de Riego del reservorio propio de la cooperativa,  se encuentra a unos 8 minutos de la vía Panamericana Norte..

El terreno NO tiene escritura Está en Cesión de Derechos, posee todos los documentos necesarios por parte de la cooperativa para certificar su legitimidad.



Estamos felices de atenderte, somos Hauser Ecuador !! 
Pregúntanos por nuestros recorridos online o más opciones inmobiliarias para ti.","Pichincha, Quito, Guayllabamba"
"435","Terreno en venta en Ponceano","$ 68.000
                        ","Ponceano, Ponceano, Quito, Pichincha ","265 m²","Terreno","Venta","Venta de Terreno en Ponceano Bajo

Excelente lote de Terreno en Venta, ubicacado en Poceano Bajo.
A 4 minutos del Centro Comercial Condado Shopping.

Descripciòn:
Metraje: 265m2.
Todos los servicios (agua, luz y alcantarillado).
Escrituras pùblicas.
Totalmente Plano.
Entrada adoquinada.
Cerramiento","Ponceano, Quito, Ecuador"
"436","Terreno en venta en La Floresta","$ 350.000
                        ","La Floresta, La Floresta, Quito, Pichincha ","325 m²","Terreno","Venta","✅VENDO TERRENO 325 m2
✅MAGNIFICA UBICACIÓN

✅FRENTE: 13 m
✅SUELO: RESIDENCIAL URBANO 2
✅ALTURA: 16 m
✅PISOS: 4

✅Sector de alta plusvalía 
✅A pocos minutos de las Universidades     Católica y Salesiana.
✅Cerca al Supermaxi.

VALOR:
✅$350000 dólares.
   NEGOCIABLES.

RESERVA: 20 %","Pichincha, Quito, La Floresta"
"437","Terreno en venta en Guayllabamba","$ 347.000
                        ","Guayllabamba, Guayllabamba, Quito, Pichincha ","6.100 m²","Terreno","Venta","Lote de 6.100 m2 , con árboles frutales
Tierra fértil , muy productiva, apto para construir la casa de sus sueños y hacer una finca vacacional.Cerca de todo,a 20 minutos de  Quito 
Precio de oferta.","Guayllabamba, Quito, Ecuador"
"438","Terreno en venta en Puembo","$ 1.390.000
                        ","Puembo, Puembo, Quito, Pichincha ","13.584 m²","Terreno","Venta","Terreno con Casa en Venta en San José de Puembo
Quinta de 13.584 mts
a $102/m2 (excelente precio en el mercado)
Puembo es el futuro del Buen Vivir en Quito, moderno, exclusivo

Con Casa Principal y Casa de Huéspedes
Cancha de Futbol
Cancha de Básquet
Area Verde para eventos
Area de BBQ y Juegos familiares
Parqueaderos varios
Patera (estanque artificial)
Area de Juegos para niños

La casa tiene:
3 dormitorios con baño privado y altillos
Sala
Comedor
Cocina
Area BBQ
Sala de Estar
Piscina Cubierta y temperada
Balcones

Casa de Huéspedes
2 dormitorios
1 baño completo

Sector:
Ubicada en San José de Puembo, cerca de la Hostería San José de Puembo
Sector en desarrollo
A pocos minutos del Aeropuerto Mariscal Sucre Cerca de la Ruta Viva
Clima caliente seco

Ideal para finca familiar
o inversión para proyecto inmobiliario a futuro.","San Jose de Puembo Quito Airport, an Ascend Hotel Collection, Quito, Ecuador"
"439","Terreno en venta en Puembo","$ 180.000
                        ","Puembo, Puembo, Quito, Pichincha ","","","","Hermoso terreno de venta en Puembo dentro de lotizacion de terrenos
            
        Muy cerca a la interoceanica (Cruz de piedra de Puembo )
Posee 995m2
Cos total 70%
Usd 175.000
Listo para construir y escrituración

Descubre lo que ofrece este inmueble

ServiciosIluminación
Puertas eléctricas
Control de accesos
Servicios básicos (agua/luz)

AmbientesUrbanización privada

ExterioresCerramiento(s)","Pichincha, Quito, Puembo"
"440","Terreno en venta en El Quinche","$ 153.000
                        ","El Quinche, El Quinche, Quito, Pichincha ","2.003 m²","Terreno","Venta","Excelente terreno plano de 2003 metros cuadrados con cerramiento, apto para constructores ,o una casa de campo . Urbanización privada con todos los servicios básicos ( agua , luz , alcantarillado) y agua de riego, cerca de todo . Se entrega escritura pública.
todos los documentos en regla","Pichincha, Quito, El Quinche"
"441","Terreno en venta en Puembo","$ 143.000
                        ","Puembo, Puembo, Quito, Pichincha ","","","","VENDO TERRENO EN PUEMBO            
        
En Urbanización Lomas de Nápoles
El terreno se encuentra dentro de una urbanización privada, existen casas ya construidas
Cuenta con agua potable, energía eléctrica, alcantarillado, cableado para internet.
La urbanización tiene casa comunal, cancha deportiva y senderos ecológicos.
COS PB 50%
COS TOTAL 100%
Número de pisos 2
Alícuota $74, incluye seguridad y conserje.","Pichincha, Quito, Puembo"
"442","Terreno en venta en Puembo","$ 370.000
                        ","Puembo, Puembo, Quito, Pichincha ","2.120 m²","Terreno","Venta","LINDO LOTE EN PUEMBO, URBANIZACION CERRADA Y CON SEGURIDAD. 

La urbanizacion cuenta  con cerramiento en todos los lados, y guardiania 24/7.

Area total 2120 m2
Frente 53m Fondo 40m
COS PB 10%
COS Total 20%
 
Urbanizacion cerrada de mas de 100 lotes del mismo tamanio. 
Cuenta con agua, luz, alcantarillado. 
Alicuota baja por la cantidad de lotes.
Precio de oportunidad   $200/m2, NEGOCIABLE segun oferta.

La urbanizacion esta ubicada muy proxima a los colegios Highlands, Einstein y Americano.

Quiero conocer ","Pichincha, Quito, Puembo"
"443","Terreno en venta en Llano Chico","$ 300.000
                        ","Llano Chico, Llano Chico, Quito, Pichincha ","1.990 m²","Terreno","Venta","EL TERRENO TIENE UNA EXCELENTE UBICACIÓN 
 
APTO PARA CONSTRUCCION DE GALPONES, LOCALES COMERCIALES, TECNICENTROS

- Area terreno 1990m2
- Area construida 73m2
- Frente 17 metros
- Uso suelo: URBANO
- COS PB 35%
- COS TOTAL: 70%
- Altura 2 pisos
- Escrituras en Cuerpo cierto
- EL VALOR ES NEGOCIABLE","Pichincha, Quito, Llano Chico"
"444","Terreno en venta en Puembo","$ 270.000
                        ","Puembo, Puembo, Quito, Pichincha ","1.470 m²","Terreno","Venta","TERRENO DE VENTA EN PUEMBO JUNTO AL CLUB ARRAYANES DE 1470 METROS PRECIO DE  OPORTUNIDAD-REDUCIDO.

EXCELENTE URBANIZACION CON MAXIMA SEGURIDAD Y TODOS LOS SERVICIOS

MEJOR ZONA DE CRECIMIENTO- DESAROLLO Y PLUSVALIA EN PUEMBO

TERRENO EXCLUSIVO PARA LA CASA IDEAL CON VISTA A LA CORDILLERA 

UBICADO EN CALLE SECUNDARIA SIN SALIDA CON MUCHA TRANQUILDAD

Dentro de la prestiguiosa Urb. El Ingenio con calles asfaltadas, cunetas de hormigón y todas las acometidas de luz, agua potable y teléfono subterráneas.

1.470 metros de acuerdo a escritura pero en cuerpo cierto tiene un mayor metraje.

Tiene 21.77 metros de frente a la Via, por 75 metros de fondo promedio con muy poca inclinacion 16%.

Vista a la cordillera Oriental y la hoya de Guayallabamba.

USO DE SUELO: COS PB 35% COS: 75% total.

Se puede construir una casa de hasta 1.029 metros de construccion en 2 plantas o una casa de 515 metros en una sola planta.

Ubicado en calle secundaria sin trafico, sin salida y tranquila

Tiene una garita con seguridad las 24 horas con cámaras por toda la Urbanización. Por su ubicación tiene muy poco tráfico, mucha paz y tranquilidad.

Precio de Reducidoy de Oportunidad: $ 270.000 dólares.

SE ACEPTA BIENES INMUEBLES COMO PARTE DE PAGO

CASAMAX INMOBILIARIA: Para mayor información o conocer por favor contactarnos","Pichincha, Quito, Puembo"
"445","Terreno en venta en Calderón","$ 600.000
                        ","Calderón, Calderón, Quito, Pichincha ","4.162 m²","Terreno","Venta","EL TERRENO SE ENCUENTRA UBICADO EN UN SECTOR RESIDENCIAL EN CALDERON

CERCA AL CENTRO COMERCIAL PLAZA MARIANITAS
DE FÁCIL ACCESO PEATONAL Y VEHICULAR
UBICACION: ENTRE LAS CALLES: AV. GIOVANNI CALLES Y PANAMERICANA NORTE

AREA TERRENO: 4162m2
FRENTE TOTAL: 51.02m2
COS PLANTA BAJA: 35%
COS TOTAL: 105%
NUMERO DE PISOS: 3
USO DE SUELO: (RU2) Residencial Urbano2","Pichincha, Quito, Calderón"
"446","Terreno en venta en Distrito Metropolitano de Quito","$ 460.000
                        ","Distrito Metropolitano de Quito, Pichincha ","","","","TERRENO EN EL MEJOR SECTOR DE PUEMBO JUNTO AL CLUB ARRAYANES.

URB EL INGENIO CON MAXIMA SEGURIDAD 24 HORAS AL DIA CON CONTROL DE INGRESO

CONSTRUYA LA CASA IDEAL CON PERMISOS MUNICIPALES PERMITIDO HASTA 1.350 METROS EN 2 PLANTAS O 675 METROS EN UNA SOLA PLANTA CON AREAS VERDES. JARDINES, PISCINA Y UNA VISTA INCOMPARABLE DE 360 GRADOS

Disfrute con su familia de una vista espectacular, privacidad, rodeado de naturaleza y paz con todas las seguridades.

Descripcion: 1.927 metros de acuerdo escritura, con un metraje mayor real.

Excelente frente a la via de 39.33 metros.

Uso de suelo unifamilar -Residencial: COS PB: 35% COST TOTAL:70%

Se puede construir una casa de 1.350 m2 en 2 plantas o una casa de 675 metros de una sola planta

Debido a su ubicación no tiene vecinos en los linderos Este y oeste. Por su topografía y nivel del terreno de estar a 2.70 metros sobre el nivel de la calle, le da una privacidad total desde la vía.

La Urbanización dispone de una garita con seguridad las 24 horas/ 7dias.

Vías asfaltadas, cuentas de hormigón, veredas adoquinadas y todos los servicios son subterráneas. VER VIDEO ADJUNTO

PRECIO: $ 460.000 USD Para mayor información o concretar una visita por favor contactarnos


 Agua corriente
 Desagüe cloacal
 Internet
 Cable","Pichincha, Distrito Metropolitano de Quito"
"447","Terreno en venta en La Merced","$ 70.000
                        ","La Merced, La Merced, Quito, Pichincha ","1.000 m²","Terreno","Venta","En venta 4 lotes de 1000m2, exelente ubicación,  todos los lotes estan en la via principal.
Se encuentran a unos 700 metros de la vía El Tingo- La Merced
Frente 20 por 50 de fondo
Los lotes cuentan con servicios basicos. 

La Merced,sector Virgen de Lourde","Pichincha, Quito, La Merced"
"448","Terreno en venta en Otavalo","$ 1.273.510
                        ","Otavalo, Otavalo, Otavalo, Imbabura ","18.193 m²","Terreno","Venta","Vendo terreno en Tumbaco (Collaquí), zona con un equilibrado proceso de consolidación con quintas, urbanizaciones de alto nivel  y conjuntos, acceso por vías asfaltadas y adoquinadas, excelente vista, excelente clima.
Este terreno tiene un levantamiento georeferenciado  con un área neta (útil) de 18.193 M2, con un frente de 398 metros (frente a dos calles), podría comprarlo solo, para desarrollar su casa de campo y ciudad, planificar comprar con su familia o amigos.
Servicios básicos a gestionar por el nuevo propietario, al momento tenemos red de electricidad  en la calle y los otros servicios a 120 metros de distancia.
ÁREA:     Son  18.193 M2 , 1.8 Has.
PRECIO:    $70/M2, precio total  $1´273.510.
CITAS:   Fausto Valencia. (Tengo la documentación para revisar conjuntamente y  la representación exclusiva).","RHJW+4X Quito, Ecuador"
"449","Terreno en venta en Tababela","$ 145.000
                        ","Tababela, Tababela, Quito, Pichincha ","","","","Lindo terreno de venta en Lotización  cerrada.
Cerca al pueblo
1.000 m2
Totalmente plano
Rodeado de la naturaleza 
Sector exclusivamente residencial 
Libre de smok 
COS TOTAL 70%
COS PB 35 %
A 25 minutos de Quito por la Ruta Viva.
VALOR: 145.000","Pichincha, Quito, Tababela"
"450","Terreno en venta en Quito","$ 390.000
                        ","Quito, Quito, Quito, Pichincha ","434 m²","Terreno","Venta","Precioso terreno con excelente ubicación a pocos pasos del Parque La Carolina sobre la Alpallana y Whymper.

Cerca de la Estación del Metro
Ideal para desarrollo inmobiliario, restaurante, oficinas, consultorios
Posibilidad para construir 8 pisos (edificabilidad máxima 10 pisos)
Frente de 14.33 m
Posee una construcción de 239 m2","Pichincha, Quito, Quito"
"451","Terreno en venta en Calderón","$ 19.000
                        ","Calderón, Calderón, Quito, Pichincha ","200 m²","Terreno","Venta","📐 200 Mt2 de Terreno","Pichincha, Quito, Calderón"
"452","Terreno en venta en Quito","$ 95.000
                        ","Quito, Quito, Quito, Pichincha ","","","","Vendo de oportunidad lote de 2.000m² vía a Nono, cuenta con una excelente vista y ubicación. Cerca de minimarkets, farmacias, clínicas, hospitales, colegios, cerca a transporte público, a 6 minutos de la occidental, cerca de parques.
El lote se encuentra dentro de una calle tipo cuchareta, y también tiene salida a la calle principal, ideal para proyectos inmobiliarios, casa independiente o empresas.
El lote tiene 2.000m² y un frente de 91,87m² a la vía principal y otra entrada por la cuchareta.
Se acepta crédito hipotecario.","Calle Toachi, Quito, ECU"
"453","Terreno en venta en Tumbaco","$ 280.000
                        ","Tumbaco, Tumbaco, Quito, Pichincha ","","","","Terreno en Venta en Tumbaco 
en Los Algarrobos de la Viña

Terreno de 978 metros
junto a otro de 922 metros (disponible también)

Dentro de la Urbanización Los Algarrobos de la Viña

Urbanización dispone de:

Todos los servicios básicos
Seguridad 24/7
Cancha de futbol
juegos para niños
alícuota $50

COS TOTAL 70%
COS PB 35%
RUB2 Residencial Urbano 2","Urbanizacion Los Algarrobos de la Viña, Quito, Ecuador"
"454","Terreno en venta en Quito","$ 25.000
                        ","Quito, Quito, Quito, Pichincha ","320 m²","Terreno","Venta","𝐃𝐞𝐬𝐜𝐫𝐢𝐩𝐜𝐢𝐨́𝐧 𝐝𝐞𝐥 𝐋𝐨𝐭𝐞:
🔶  320 Mt2 de Terreno
🔹 Plano","Pichincha, Quito, Quito"
"455","Terreno en venta en Calderón","$ 24.000
                        ","Calderón, Calderón, Quito, Pichincha ","200 m²","Terreno","Venta","𝐃𝐞𝐬𝐜𝐫𝐢𝐩𝐜𝐢𝐨́𝐧 𝐝𝐞 𝐥𝐚 𝐏𝐫𝐨𝐩𝐢𝐞𝐝𝐚𝐝:
📐 200 Mt2 de Terreno 
♦ Plano","Pichincha, Quito, Calderón"
"456","Terreno en venta en Guayllabamba","$ 219.000
                        ","Guayllabamba, Guayllabamba, Quito, Pichincha ","5.000 m²","Terreno","Venta","VENTA DE TERRENO GUAYLLABAMBA.

🎯OPORTUNIDAD🎯

✅ Sector Guayllabamba

💰Valor veta: $ 219.000

✅ 1/2 HECTÁREA 

✅ Excelente para Cultivos. 

✅ Canal de Riego.

✅ Agua potable de riego.

✅ $ 42 M2

EL PRECIO ES NEGOCIABLE.

### ","Pichincha, Quito, Guayllabamba"
"457","Terreno en venta en Quito","$ 17.500
                        ","Quito, Quito, Quito, Pichincha ","172 m²","Terreno","Venta","📐 172 Mt2 de Terreno
📐 16 Mt2 de Frente x 11 Mt2
✅ Plano","Pichincha, Quito, Quito"
"458","Terreno en venta en Calderón","$ 270.000
                        ","Calderón, Calderón, Quito, Pichincha ","1.921 m²","Terreno","Venta","Amplia propiedad en venta terreno residencial y comercial. 
La superficie total del terreno es de 1921 metros cuadrados. 
Tiene un amplio frente de 35 metros cuadrados. 
Dentro de esta propiedad se desarrolla un negocio de alquiler de canchas sintéticas funcionando. 
Aquí se encuentran 2 canchas de fútbol, en excelente estado y operativas, las que son alquiladas para escuelas de fútbol, y por horas para partidos privados. 
Igualmente se puede alquilar para eventos, fiestas cumpleaños, campeonatos deportivos. 
Tiene parqueadero adoquinado para aproximadamente 10 autos. 
Un niño bar con Sinaís y bebidas, área abierta con mesas, sillas y parasoles. 
Un local que actualmente funciona como una tienda y frutería. 
Un pequeño local para lavadora de autos. 
Sector sumamente comercial y residencial, actualmente esta en funcionamiento y operativo.","Francisco de Albornoz, Quito, Ecuador"
"459","Terreno en venta en Tumbaco","$ 6.900
                        ","Tumbaco, Tumbaco, Quito, Pichincha ","100 m²","Terreno","Venta","Nuevos terrenos en Tumbaco, desde 100m2 en adelante, sector Alcantarilla, a menos de 10 minuto de la Ruta Viva. Crédito directo con entrada mínima de $1000 y saldo hasta a 36 meses plazo, o financia tu compra con nuestros diferentes convenios bancarios. Construcción de viviendas totalmente a su gusto sin modelos predeterminados de hasta 3 pisos.","Calle Néstor Espinoza, Tumbaco, Quito, ECU"
"460","Terreno en venta en Quito","$ 24.990
                        ","Quito, Quito, Quito, Pichincha ","200 m²","Terreno","Venta","Lotes de 200m2, excelente ubicación, clima cálido, terrenos aterrazados para construcciones modernas que aprovechen la espectacular vista que se tiene al Portal Shopping, Calderón, El Aeropuerto, etc. A pocos minutos de la panamericana norte y el centro comercial. Se dispone de planes de financiamiento en el caso de requerirlo","VGVM+MR5, N72-C, Quito 170144, Ecuador"
"461","Terreno en venta en Tumbaco","$ 8.500
                        ","Tumbaco, Tumbaco, Quito, Pichincha ","120 m²","Terreno","Venta","Nuevos terrenos en Tumbaco, desde 120m2 en adelante, sector Alcantarilla, a menos de 10 minuto de la Ruta Viva. Crédito directo con entrada mínima de $1000 y saldo hasta a 36 meses plazo, o financia tu compra con nuestros diferentes convenios bancarios. Construcción de viviendas totalmente a su gusto sin modelos predeterminados de hasta 3 pisos.","Calle Néstor Espinoza, Tumbaco, Quito, ECU"
"462","Terreno en venta en Calderón","$ 6.500
                        ","Calderón, Calderón, Quito, Pichincha ","100 m²","Terreno","Venta","Terrenos económicos a la venta en La Mitad del Mundo, sector Rumicucho a 7 minutos del redondel, zona poblada y con servicios, a pocos metros del transporte público, excelente vista, puedes construir totalmente a tu gusto, planes de financiamiento en el caso de requerirlo.","2HC7+M4 Quito, Ecuador"
"463","Terreno en venta en Alangasí","$ 12.500
                        ","Alangasí, Alangasí, Quito, Pichincha ","100 m²","Terreno","Venta","Terrenos económicos a 5 minutos del Redondel de Alangasí, a pocos minutos del San Luis Shopping, zona con colegios alrededor, sector desarrollado, terrenos sobre la vía principal que está totalmente asfaltada, líneas de transporte público a pocos metros de distancia, construye la tu casa a gusto. Planes de financiamiento si se requiere.","Alangasí, Quito, ECU"
"464","Terreno en venta en Sangolqui","$ 9.900
                        ","Sangolqui, Sangolqui, Rumiñahui, Pichincha ","111 m²","Terreno","Venta","Terrenos económicos a 4 minutos del Redondel de Alangasí, a pocos minutos del San Luis Shopping, zona con colegios alrededor, sector desarrollado, terrenos sobre la vía principal que está totalmente asfaltada, líneas de transporte público a pocos metros de distancia, construye la tu casa a gusto. Planes de financiamiento si se requiere.","MHMH+HFQ, Quito, Ecuador"
"465","Terreno en venta en Puembo","$ 270.000
                        ","Puembo, Puembo, Quito, Pichincha ","1.470 m²","Terreno","Venta","DESCRIPCIÓN: Terreno en Urbanización AAA 

UBICACIÓN: Puembo, Urbanización El Ingenio calle Zafra en Los Arrayanes, a una cuadra de la garita de seguridad.

CARACTERÍSTICAS: 
• En esta urbanización prima el estilo de construcción a desnivel en armonía con la topografía de los terrenos para aprovechar la luz solar y la vista que ofrecen
• El terreno tiene una ligera inclinación del 16%
• Ubicado en una zona consolidada en los terrenos colindantes y entorno 
• Vista panorámica imponente al cañón
• La calle termina en una cuchara
• Tiene un  frente de 21.32m2, fondo norte 71.36 m2, posterior 22.52 m2 y fondo sur 74.35 m2
 • Documentos y pagos de impuestos al día

ÁREA: 1.470,72 M2

PRECIO: $270.000 dólares

Contacto,
CBR. Carlos Corella, REALTOR 
Lic. Prof. No.220 ACBIR PICHINCHA 
NRDS. ID. 061234804 NAR
","Urbanizacion El Ingenio, Quito, Ecuador"
"466","Terreno en venta en Calderón","$ 14.900
                        ","Calderón, Calderón, Quito, Pichincha ","100 m²","Terreno","Venta","Terrenos en el Sector de Llano Grande, a 2 minutos del las 4 esquinas, a 1 cuadra del la García Moreno, zona con alta plusvalía y desarrollo, a pocos metros del fututo centro comercial San Miguel, sector con todos los servicios, puedes construir a tu gusto. 
Planes de financiamiento en el caso de requerirlo.","Pedro Montero 37, Quito, Ecuador"
"467","Terreno en venta en Tumbaco","$ 320.000
                        ","Tumbaco, Tumbaco, Quito, Pichincha ","1.353 m²","Terreno","Venta","Terreno en Exclusiva Urbanizacion en Tumbaco en el Sector de Ruta Viva
1353 metros 
Urbanización de primera 
265 usd el metro 
Seguridad
COS PB 35%
COS TOTAL 70%
Lote Minimo 1000mts2
Exclusiva Urbanizacion Cerrada
Todos Servicios Basicos 
Cableado soterrado
11 lotes","La Cerámica, Tumbaco, Quito, Ecuador"
"468","Terreno en venta en Quito","$ 1.450.000
                        ","Quito, Quito, Quito, Pichincha ","2.500 m²","Terreno","Venta","Vendo excelente Propiedad de 2500 m2 de terreno y 1.900 m2 Techados con galpones en estado bueno, en Carcelén Industrial.

El Terreno es espectacular, esquinero, ideal para todo tipo de empresas o industrias de Alto impacto.  El costo es de$1.450.000 dólares. Ideal para todo tipo de empresa o Industria.

Contacto: Mauricio Garcés
","Pichincha, Quito, Quito"
"469","Terreno en venta en La Merced","$ 110.000
                        ","La Merced, Pichincha ","2.000 m²","Terreno","Venta","TERRENO  2000m2, Vendo
La Merced, cuenta con agua y luz
COS en planta baja: 35%
COS Total: 70%
Número de pisos: 2
Suelo urbano 

Cerramiento completo de bloque
Tiene una casa de 266m2 en obra gris, 10 años de construcción 

💰 $ 110000

Con opción de venta, 2080m2 más de terreno","La Merced, Pichincha, Ecuador"
"470","Terreno en venta en Quito","$ 2.963.145
                        ","Quito, Quito, Quito, Pichincha ","10.397 m²","Terreno","Venta","DESCRIPCIÓN: Terreno con Galpones y oficinas.
UBICACIÓN: Sector La Kennedy, Av. Luis Tufiño y Av. Galo Plaza Lasso, Quito - Ecuador.
CARACTERÍSTICAS:
• Terreno plano con dos frentes, principal a la Av. Luis Tufiño y otro a un pasaje con dos accesos,
• Colindante con bloques de departamentos, gasolinera.
• Actualmente hay locales, oficinas, talleres, bodegas y galpones en estado regular.
• En la actualidad en el IRM está para 4 pisos, pero ya salió la resolución del consejo a 6 pisos.
• Sobre la calle Tufiño tiene un frente de 117,49 m2
• Galpones y Oficinas 3.945 m2

ÁREA TERRENO: 10.397,21 m2

 PRECIO ""GANGA"" $ 2'963.145 dólares
 A $285/M2 

CBR. Carlos Corella, REALTOR
Lic. Prof. No.220 ACBIR PICHINCHA
NRDS. ID. 061234804 NAR
","Pichincha, Quito, Quito"
"471","Terreno en venta en Quito","$ 5.700.000
                        ","Quito, Quito, Quito, Pichincha ","1.745 m²","Terreno","Venta","TERRENO ESPECTACULAR  Y ESQUINERO GRAN EXPOSICION DE VISTA 1.800 m2. * CONSTRUCTORES *

Sector de la Avenida Orellana entre Almagro y 9 de Octubre
Sector de gran exposición y comercial
Terreno plano esquinero
1.800 m2.
16 pisos mas pisos de compra

ACEPTAMOS PROPUESTAS DE PAGO

Informes y citas:

MARCELO PONCE R.   ","Pichincha, Quito, Quito"
"472","Terreno en venta en Nanegal","$ 69.000
                        ","Nanegal, Nanegal, Quito, Pichincha ","1.800 m²","Terreno","Venta","TERRENO EN VENTA SECTOR YUNGUILLA CON AGUA Y LUZ

LINDA  UBICACION LLENA DE PALMERAS 
CLIMA CALIENTE IDEL PARA SEMBRAR ARBOLES FRUTALES 

SE LE ENTREGA CON 
agua, luz,  alumbrado público

Le ayudamos con Planes de Financiamiento con:
BIESS, Bancos, Cooperativas, Mutualistas, ETC.
Financiamiento para personas que Viven en EE.UU o España.
NO IMPORTA SU STATUS MIGRATORIO","Pichincha, Quito, Nanegal"
"473","Terreno en venta en Puembo","$ 2.860.000
                        ","Puembo, Puembo, Quito, Pichincha ","28.561 m²","Terreno","Venta","V7PB2

Vendo terreno en Puembo
Ubicado en  la Calle Jose Borja ideal para constructor o Restaurant, Precio $ 2.860.000

son 28561m, COS de construcción 10  / 20, lote mínimo 2500 m.
 tiene una casa de 330 m,, una pequeña piscina, un comedor una suite,, área de bodegas casa de cuidador.
ubicado en la zona de mayor plusvalía de puembo a 150 m de la nueva ruta viva,, a 800 m del nuevo colegio americano Dios nuevo colegio Einstein y al colegio highlands.","Pichincha, Quito, Puembo"
"474","Terreno en venta en Puembo","$ 739.270
                        ","Puembo, Puembo, Quito, Pichincha ","10.561 m²","Terreno","Venta","V7PB1
Vendo terreno con casa en Puembo Ubicado en  la Calle Jose Borja 

Valor $ 739 270

Son 10561m, COS de construcción 10  / 20, lote mínimo 2500

Tiene una casa de 330 m.
Piscina,
Comedor 
una suite,, 
Area de bodegas 
casa de cuidador.

Ideal para constructor o Restaurant, 

Ubicado en la zona de mayor plusvalía de puembo a 150 m de la nueva ruta viva,, a 800 m del nuevo colegio Americano Dios nuevo colegio Einstein y al colegio Highlands.

Precio por metro 70 negociable","Pichincha, Quito, Puembo"
"475","Terreno en venta en Puembo","$ 275
                        ","Puembo, Puembo, Quito, Pichincha ","462 m²","Terreno","Venta","¡Descubre la joya escondida de Puembo! Presentamos nuestros terrenos exclusivos, una oportunidad única para aquellos que buscan la combinación perfecta entre naturaleza y lujo sofisticado.

Imagina despertar cada mañana con vistas panorámicas de montañas majestuosas y valles verdes que se extienden hasta donde alcanza la vista. Nuestros terrenos están ubicados en los lugares más privilegiados de Puembo, cuidadosamente seleccionados para ofrecerte un estilo de vida envidiable.

Ya sea que busques construir la casa de tus sueños, invertir en propiedades de alto valor o simplemente escapar de la rutina diaria, nuestros terrenos exclusivos te brindarán todo lo que necesitas. Cada lote ha sido meticulosamente planificado y cuenta con acceso a servicios de primera calidad, como agua potable, electricidad y seguridad las 24 horas del día. El área va desde los 462 mts2 hasta los 900 mts2 a un precio inmejorable de $275/mt2.

Nuestros terrenos exclusivos son una inversión segura y un legado para las generaciones futuras. Contáctanos ahora para obtener más información y asegurar tu lugar en este idílico rincón de Puembo.


¡Ven y descubre la belleza y el potencial de nuestros terrenos exclusivos en Puembo Alto! Te esperamos con los brazos abiertos.","Puembo, Ecuador"
"476","Terreno en venta en Tumbaco","$ 489.000
                        ","Tumbaco, Tumbaco, Quito, Pichincha ","1.719 m²","Terreno","Venta","venta de terreno en urbanización 
1719 m2
con guardianía 24/7 
Irm con Cos 35 PB 
70 Pa 
puede construirse casas adosadas 
","Pichincha, Quito, Tumbaco"
"477","Terreno en venta en Quito","$ 190.000
                        ","Quito, Quito, Quito, Pichincha ","608 m²","Terreno","Venta","DESCRIPCIÓN: Terreno con oficina, funciona un taller automotriz.

UBICACIÓN: Cotocollao, sector Los Tulipanes, calle Francisco Pacheco entre José Figueroa y Mariano Cruz, a una cuadra paralela a la Av. Machala.

CARACTERÍSTICAS:

• La propiedad está a lado del Conjunto Alambra y Shaddi Ecuador empresa de insumos médicos y a 100 metros de la Av. Machala
• A 100 metros del parque San José de Jarrín, Escuela Giovanni Battista y Centro Médico North Médical Center
• A 150 metros Universidad Indoamérica, Hospital del Día SULAB y Bodegas Vaco y Vaca
• A 400 metros de la Iglesia Católica Divino Niño
• Cos Pb. 80%
• Cos Total 320%
• Altura 4 pisos
• Frente 15.74 metros

ÁREA: Terreno 608 M2,
Construcción 134 M2","Francisco Pacheco & Mariano Cruz, Quito, Ecuador"
"478","Terreno en venta en San Antonio","$ 42.000
                        ","San Antonio, San Antonio, Quito, Pichincha ","1.020 m²","Terreno","Venta","Precio: $42.000
Terreno de 1,020m2
Mitad del Mundo - San Antonio
COS PB: 50%
COS TOTAL: 100%
Frente total: 33.79 m 
Uso de suelo: Residencial 

Este terreno de 1,020m2 ubicado en un sector de crecimiento de la Mitad del Mundo - San Antonio, a 5 minutos del monumento, cerca de locales comerciales y vías principales.

 Lugares de interés cercanos
Colegios cercanos
Parada de 3 líneas de buses
Intinan Museo 
Mitad del mundo
Av. Manuel Cordova","San Antonio, Quito, ECU"
